ELE114.NF.1st,ELE114,Pulse of Isenloft,3,NF,1st,M,2,,6,https://storage.googleapis.com/fabmaster/media/images/ELE114.width-450.png,Ice,Earth,Defense Reaction
ELE114.CF.1st,ELE114,Pulse of Isenloft,3,CF,1st,M,2,,6,https://storage.googleapis.com/fabmaster/media/images/ELE114.width-450.png,Ice,Earth,Defense Reaction
ELE114.NF.Unl,ELE114,Pulse of Isenloft,3,NF,Unl,M,2,,6,https://storage.googleapis.com/fabmaster/media/images/U-ELE114.width-450.png,Ice,Earth,Defense Reaction
ELE114.RF.Unl,ELE114,Pulse of Isenloft,3,RF,Unl,M,2,,6,https://storage.googleapis.com/fabmaster/media/images/U-ELE114.width-450.png,Ice,Earth,Defense Reaction
ELE112.NF.1st,ELE112,Pulse of Volthaven,1,NF,1st,M,0,,,https://storage.googleapis.com/fabmaster/media/images/ELE112.width-450.png,Lightning,Ice,Instant
ELE112.CF.1st,ELE112,Pulse of Volthaven,1,CF,1st,M,0,,,https://storage.googleapis.com/fabmaster/media/images/ELE112.width-450.png,Lightning,Ice,Instant
ELE112.NF.Unl,ELE112,Pulse of Volthaven,1,NF,Unl,M,0,,,https://storage.googleapis.com/fabmaster/media/images/U-ELE112.width-450.png,Lightning,Ice,Instant
ELE112.RF.Unl,ELE112,Pulse of Volthaven,1,RF,Unl,M,0,,,https://storage.googleapis.com/fabmaster/media/images/U-ELE112.width-450.png,Lightning,Ice,Instant
DYN090.NF,DYN090,Pulsewave Harpoon,1,NF,,M,1,4,3,https://storage.googleapis.com/fabmaster/cardfaces/2022-DYN/EN/DYN090.png,Mechanologist,Action,Attack
DYN090.RF,DYN090,Pulsewave Harpoon,1,RF,,M,1,4,3,https://storage.googleapis.com/fabmaster/cardfaces/2022-DYN/EN/DYN090.png,Mechanologist,Action,Attack
EVO058.NF,EVO058,Pulsewave Protocol,2,NF,,M,3,6,3,https://storage.googleapis.com/fabmaster/cardfaces/2023-EVO/EN/EVO058.png,Mechanologist,Action,Attack
EVO058.RF,EVO058,Pulsewave Protocol,2,RF,,M,3,6,3,https://storage.googleapis.com/fabmaster/cardfaces/2023-EVO/EN/EVO058.png,Mechanologist,Action,Attack
FAB173.RF,FAB173,Pulsewave Protocol,2,RF,,P,3,6,3,,Mechanologist,Action,Attack
EVR021.NF.1st,EVR021,Pulverize,1,NF,1st,M,10,14,3,https://storage.googleapis.com/fabmaster/media/images/EVR021.width-450.png,Guardian,Action,Attack
EVR021.RF.1st,EVR021,Pulverize,1,RF,1st,M,10,14,3,https://storage.googleapis.com/fabmaster/media/images/EVR021.width-450.png,Guardian,Action,Attack
EVR021.RF.1st,EVR021,Pulverize,1,RF,1st,M,10,14,3,https://storage.googleapis.com/fabmaster/cardfaces/2022-EVR/EVR021-RF.png,Guardian,Action,Attack
1HP399.NF,1HP399,Pummel,1,NF,,C,2,,2,https://storage.googleapis.com/fabmaster/media/images/1HP399.width-450.png,Generic,Attack Reaction
JDG012.CF,JDG012,Pummel,1,CF,,P,2,,2,https://storage.googleapis.com/fabmaster/cardfaces/promos/JDG012.png,Generic,Attack Reaction
WTR206.NF.Alpha,WTR206,Pummel,1,NF,Alpha,C,2,,2,https://storage.googleapis.com/fabmaster/cardfaces/2019-WTR/WTR206.png,Generic,Attack Reaction
WTR206.RF.Alpha,WTR206,Pummel,1,RF,Alpha,C,2,,2,https://storage.googleapis.com/fabmaster/cardfaces/2019-WTR/WTR206.png,Generic,Attack Reaction
WTR206.NF.Unl,WTR206,Pummel,1,NF,Unl,C,2,,2,https://storage.googleapis.com/fabmaster/cardfaces/2020-U-WTR/U-WTR206.png,Generic,Attack Reaction
WTR206.RF.Unl,WTR206,Pummel,1,RF,Unl,C,2,,2,https://storage.googleapis.com/fabmaster/cardfaces/2020-U-WTR/U-WTR206.png,Generic,Attack Reaction
1HP400.NF,1HP400,Pummel,2,NF,,C,2,,2,https://storage.googleapis.com/fabmaster/media/images/1HP400.width-450.png,Generic,Attack Reaction
WTR207.NF.Alpha,WTR207,Pummel,2,NF,Alpha,C,2,,2,https://storage.googleapis.com/fabmaster/cardfaces/2019-WTR/WTR207.png,Generic,Attack Reaction
WTR207.RF.Alpha,WTR207,Pummel,2,RF,Alpha,C,2,,2,https://storage.googleapis.com/fabmaster/cardfaces/2019-WTR/WTR207.png,Generic,Attack Reaction
WTR207.NF.Unl,WTR207,Pummel,2,NF,Unl,C,2,,2,https://storage.googleapis.com/fabmaster/cardfaces/2020-U-WTR/U-WTR207.png,Generic,Attack Reaction
WTR207.RF.Unl,WTR207,Pummel,2,RF,Unl,C,2,,2,https://storage.googleapis.com/fabmaster/cardfaces/2020-U-WTR/U-WTR207.png,Generic,Attack Reaction
1HP401.NF,1HP401,Pummel,3,NF,,C,2,,2,https://storage.googleapis.com/fabmaster/media/images/1HP401.width-450.png,Generic,Attack Reaction
BVO027.NF,BVO027,Pummel,3,NF,,C,2,,2,https://storage.googleapis.com/fabmaster/media/images/BVO27.width-450.png,Generic,Attack Reaction
WTR208.NF.Alpha,WTR208,Pummel,3,NF,Alpha,C,2,,2,https://storage.googleapis.com/fabmaster/cardfaces/2019-WTR/WTR208.png,Generic,Attack Reaction
WTR208.RF.Alpha,WTR208,Pummel,3,RF,Alpha,C,2,,2,https://storage.googleapis.com/fabmaster/cardfaces/2019-WTR/WTR208.png,Generic,Attack Reaction
WTR208.NF.Unl,WTR208,Pummel,3,NF,Unl,C,2,,2,https://storage.googleapis.com/fabmaster/cardfaces/2020-U-WTR/U-WTR208.png,Generic,Attack Reaction
WTR208.RF.Unl,WTR208,Pummel,3,RF,Unl,C,2,,2,https://storage.googleapis.com/fabmaster/cardfaces/2020-U-WTR/U-WTR208.png,Generic,Attack Reaction
DYN079.NF,DYN079,Puncture,1,NF,,C,1,,3,https://storage.googleapis.com/fabmaster/cardfaces/2022-DYN/EN/DYN079.png,Warrior,Attack Reaction
DYN079.RF,DYN079,Puncture,1,RF,,C,1,,3,https://storage.googleapis.com/fabmaster/cardfaces/2022-DYN/EN/DYN079.png,Warrior,Attack Reaction
DYN080.NF,DYN080,Puncture,2,NF,,C,1,,3,https://storage.googleapis.com/fabmaster/cardfaces/2022-DYN/EN/DYN080.png,Warrior,Attack Reaction
DYN080.RF,DYN080,Puncture,2,RF,,C,1,,3,https://storage.googleapis.com/fabmaster/cardfaces/2022-DYN/EN/DYN080.png,Warrior,Attack Reaction
DYN081.NF,DYN081,Puncture,3,NF,,C,1,,3,https://storage.googleapis.com/fabmaster/cardfaces/2022-DYN/EN/DYN081.png,Warrior,Attack Reaction
DYN081.RF,DYN081,Puncture,3,RF,,C,1,,3,https://storage.googleapis.com/fabmaster/cardfaces/2022-DYN/EN/DYN081.png,Warrior,Attack Reaction
ARC161.NF.1st,ARC161,Pursuit of Knowledge,3,NF,1st,S,2,4,2,https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC161.png,Generic,Action,Attack
ARC161.RF.1st,ARC161,Pursuit of Knowledge,3,RF,1st,S,2,4,2,https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC161.png,Generic,Action,Attack
ARC161.NF.Unl,ARC161,Pursuit of Knowledge,3,NF,Unl,S,2,4,2,https://storage.googleapis.com/fabmaster/cardfaces/2020-U-ARC/U-ARC161.png,Generic,Action,Attack
ARC161.RF.Unl,ARC161,Pursuit of Knowledge,3,RF,Unl,S,2,4,2,https://storage.googleapis.com/fabmaster/cardfaces/2020-U-ARC/U-ARC161.png,Generic,Action,Attack
BOL030.NF,BOL030,Push Forward,1,NF,,C,1,,3,https://storage.googleapis.com/fabmaster/media/images/BOL030.width-450.png,Warrior,Action
CRU094.NF.1st,CRU094,Push Forward,1,NF,1st,C,1,,3,https://storage.googleapis.com/fabmaster/cardfaces/2020-CRU/CRU094.png,Warrior,Action
CRU094.RF.1st,CRU094,Push Forward,1,RF,1st,C,1,,3,https://storage.googleapis.com/fabmaster/cardfaces/2020-CRU/CRU094-RF.png,Warrior,Action
CRU094.NF.Unl,CRU094,Push Forward,1,NF,Unl,C,1,,3,https://storage.googleapis.com/fabmaster/cardfaces/2021-U-CRU/U-CRU094.png,Warrior,Action
CRU094.RF.Unl,CRU094,Push Forward,1,RF,Unl,C,1,,3,https://storage.googleapis.com/fabmaster/cardfaces/2021-U-CRU/U-CRU094.png,Warrior,Action
CRU095.NF.1st,CRU095,Push Forward,2,NF,1st,C,1,,3,https://storage.googleapis.com/fabmaster/cardfaces/2020-CRU/CRU095.png,Warrior,Action
CRU095.RF.1st,CRU095,Push Forward,2,RF,1st,C,1,,3,https://storage.googleapis.com/fabmaster/cardfaces/2020-CRU/CRU095-RF.png,Warrior,Action
CRU095.NF.Unl,CRU095,Push Forward,2,NF,Unl,C,1,,3,https://storage.googleapis.com/fabmaster/cardfaces/2021-U-CRU/U-CRU095.png,Warrior,Action
CRU095.RF.Unl,CRU095,Push Forward,2,RF,Unl,C,1,,3,https://storage.googleapis.com/fabmaster/cardfaces/2021-U-CRU/U-CRU095.png,Warrior,Action
CRU096.NF.1st,CRU096,Push Forward,3,NF,1st,C,1,,3,https://storage.googleapis.com/fabmaster/cardfaces/2020-CRU/CRU096.png,Warrior,Action
CRU096.RF.1st,CRU096,Push Forward,3,RF,1st,C,1,,3,https://storage.googleapis.com/fabmaster/cardfaces/2020-CRU/CRU096-RF.png,Warrior,Action
CRU096.NF.Unl,CRU096,Push Forward,3,NF,Unl,C,1,,3,https://storage.googleapis.com/fabmaster/cardfaces/2021-U-CRU/U-CRU096.png,Warrior,Action
CRU096.RF.Unl,CRU096,Push Forward,3,RF,Unl,C,1,,3,https://storage.googleapis.com/fabmaster/cardfaces/2021-U-CRU/U-CRU096.png,Warrior,Action
ARC188.NF.1st,ARC188,Push the Point,1,NF,1st,C,1,4,2,https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC188.png,Generic,Action,Attack
ARC188.RF.1st,ARC188,Push the Point,1,RF,1st,C,1,4,2,https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC188.png,Generic,Action,Attack
ARC188.NF.Unl,ARC188,Push the Point,1,NF,Unl,C,1,4,2,https://storage.googleapis.com/fabmaster/cardfaces/2020-U-ARC/U-ARC188.png,Generic,Action,Attack
ARC188.RF.Unl,ARC188,Push the Point,1,RF,Unl,C,1,4,2,https://storage.googleapis.com/fabmaster/cardfaces/2020-U-ARC/U-ARC188.png,Generic,Action,Attack
ARC189.NF.1st,ARC189,Push the Point,2,NF,1st,C,1,3,2,https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC189.png,Generic,Action,Attack
ARC189.RF.1st,ARC189,Push the Point,2,RF,1st,C,1,3,2,https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC189.png,Generic,Action,Attack
ARC189.NF.Unl,ARC189,Push the Point,2,NF,Unl,C,1,3,2,https://storage.googleapis.com/fabmaster/cardfaces/2020-U-ARC/U-ARC189.png,Generic,Action,Attack
ARC189.RF.Unl,ARC189,Push the Point,2,RF,Unl,C,1,3,2,https://storage.googleapis.com/fabmaster/cardfaces/2020-U-ARC/U-ARC189.png,Generic,Action,Attack
ARC190.NF.1st,ARC190,Push the Point,3,NF,1st,C,1,2,2,https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC190.png,Generic,Action,Attack
ARC190.RF.1st,ARC190,Push the Point,3,RF,1st,C,1,2,2,https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC190.png,Generic,Action,Attack
ARC190.NF.Unl,ARC190,Push the Point,3,NF,Unl,C,1,2,2,https://storage.googleapis.com/fabmaster/cardfaces/2020-U-ARC/U-ARC190.png,Generic,Action,Attack
ARC190.RF.Unl,ARC190,Push the Point,3,RF,Unl,C,1,2,2,https://storage.googleapis.com/fabmaster/cardfaces/2020-U-ARC/U-ARC190.png,Generic,Action,Attack
DTD161.NF,DTD161,Putrid Stirrings,1,NF,,C,3,,3,https://storage.googleapis.com/fabmaster/cardfaces/2023-DTD/EN/DTD161.png,Shadow,Runeblade,Action
DTD161.RF,DTD161,Putrid Stirrings,1,RF,,C,3,,3,https://storage.googleapis.com/fabmaster/cardfaces/2023-DTD/EN/DTD161.png,Shadow,Runeblade,Action
DTD162.NF,DTD162,Putrid Stirrings,2,NF,,C,3,,3,https://storage.googleapis.com/fabmaster/cardfaces/2023-DTD/EN/DTD162.png,Shadow,Runeblade,Action
DTD162.RF,DTD162,Putrid Stirrings,2,RF,,C,3,,3,https://storage.googleapis.com/fabmaster/cardfaces/2023-DTD/EN/DTD162.png,Shadow,Runeblade,Action
DTD163.NF,DTD163,Putrid Stirrings,3,NF,,C,3,,3,https://storage.googleapis.com/fabmaster/cardfaces/2023-DTD/EN/DTD163.png,Shadow,Runeblade,Action
DTD163.RF,DTD163,Putrid Stirrings,3,RF,,C,3,,3,https://storage.googleapis.com/fabmaster/cardfaces/2023-DTD/EN/DTD163.png,Shadow,Runeblade,Action
EVR131.NF.1st,EVR131,Pyroglyphic Protection,1,NF,1st,C,2,,2,https://storage.googleapis.com/fabmaster/media/images/EVR131.width-450.png,Wizard,Action,Aura
EVR131.RF.1st,EVR131,Pyroglyphic Protection,1,RF,1st,C,2,,2,https://storage.googleapis.com/fabmaster/media/images/EVR131.width-450.png,Wizard,Action,Aura
EVR132.NF.1st,EVR132,Pyroglyphic Protection,2,NF,1st,C,2,,2,https://storage.googleapis.com/fabmaster/media/images/EVR132.width-450.png,Wizard,Action,Aura
EVR132.RF.1st,EVR132,Pyroglyphic Protection,2,RF,1st,C,2,,2,https://storage.googleapis.com/fabmaster/media/images/EVR132.width-450.png,Wizard,Action,Aura
EVR133.NF.1st,EVR133,Pyroglyphic Protection,3,NF,1st,C,2,,2,https://storage.googleapis.com/fabmaster/media/images/EVR133.width-450.png,Wizard,Action,Aura
EVR133.RF.1st,EVR133,Pyroglyphic Protection,3,RF,1st,C,2,,2,https://storage.googleapis.com/fabmaster/media/images/EVR133.width-450.png,Wizard,Action,Aura
DYN059.NF,DYN059,Qi Unleashed,1,NF,,C,2,3,3,https://storage.googleapis.com/fabmaster/cardfaces/2022-DYN/EN/DYN059.png,Ninja,Action,Attack
DYN059.RF,DYN059,Qi Unleashed,1,RF,,C,2,3,3,https://storage.googleapis.com/fabmaster/cardfaces/2022-DYN/EN/DYN059.png,Ninja,Action,Attack
TCC090.NF,TCC090,Qi Unleashed,1,NF,,C,2,3,3,https://storage.googleapis.com/fabmaster/cardfaces/2023-TCC/EN/TCC090.png,Ninja,Action,Attack
DYN060.NF,DYN060,Qi Unleashed,2,NF,,C,2,2,3,https://storage.googleapis.com/fabmaster/cardfaces/2022-DYN/EN/DYN060.png,Ninja,Action,Attack
DYN060.RF,DYN060,Qi Unleashed,2,RF,,C,2,2,3,https://storage.googleapis.com/fabmaster/cardfaces/2022-DYN/EN/DYN060.png,Ninja,Action,Attack
DYN061.NF,DYN061,Qi Unleashed,3,NF,,C,2,1,3,https://storage.googleapis.com/fabmaster/cardfaces/2022-DYN/EN/DYN061.png,Ninja,Action,Attack
DYN061.RF,DYN061,Qi Unleashed,3,RF,,C,2,1,3,https://storage.googleapis.com/fabmaster/cardfaces/2022-DYN/EN/DYN061.png,Ninja,Action,Attack
EVO072.NF,EVO072,Quantum Processor,2,NF,,M,1,,,https://storage.googleapis.com/fabmaster/cardfaces/2023-EVO/EN/EVO072.png,Mechanologist,Action,Item
EVO072.RF,EVO072,Quantum Processor,2,RF,,M,1,,,https://storage.googleapis.com/fabmaster/cardfaces/2023-EVO/EN/EVO072.png,Mechanologist,Action,Item
UPR184.NF,UPR184,Quelling Robe,,NF,,C,,,0,https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR184.png,Generic,Equipment,Chest
UPR184.RF,UPR184,Quelling Robe,,RF,,C,,,0,https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR184.png,Generic,Equipment,Chest
UPR184.CF,UPR184,Quelling Robe,,CF,,C,,,0,https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR184.png,Generic,Equipment,Chest
UZU004.NF,UZU004,Quelling Robe,,NF,,C,,,0,https://storage.googleapis.com/fabmaster/cardfaces/2023-OUT-UZU/EN/UZU004.png,Generic,Equipment,Chest
UPR185.NF,UPR185,Quelling Sleeves,,NF,,C,,,0,https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR185.png,Generic,Equipment,Arms
UPR185.RF,UPR185,Quelling Sleeves,,RF,,C,,,0,https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR185.png,Generic,Equipment,Arms
UPR185.CF,UPR185,Quelling Sleeves,,CF,,C,,,0,https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR185.png,Generic,Equipment,Arms
FAI006.NF,FAI006,Quelling Slippers,,NF,,C,,,0,,Generic,Equipment,Legs
KAT006.NF,KAT006,Quelling Slippers,,NF,,C,,,0,https://storage.googleapis.com/fabmaster/cardfaces/2023-OUT-KAT/EN/KAT006.png,Generic,Equipment,Legs
UPR186.NF,UPR186,Quelling Slippers,,NF,,C,,,0,https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR186.png,Generic,Equipment,Legs
UPR186.RF,UPR186,Quelling Slippers,,RF,,C,,,0,https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR186.png,Generic,Equipment,Legs
UPR186.CF,UPR186,Quelling Slippers,,CF,,C,,,0,https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR186.png,Generic,Equipment,Legs
1HP427.NF,1HP427,Quicken,,NF,,C,,,,https://storage.googleapis.com/fabmaster/media/images/1HP427_Quicken.width-10000.png,Generic,Token,Aura
CRU196.RF.1st,CRU196,Quicken,,RF,1st,C,,,,https://storage.googleapis.com/fabmaster/cardfaces/2020-CRU/CRU196.png,Generic,Token,Aura
CRU196.RF.Unl,CRU196,Quicken,,RF,Unl,C,,,,https://storage.googleapis.com/fabmaster/cardfaces/2021-U-CRU/U-CRU196.png,Generic,Token,Aura
DTD234.NF,DTD234,Quicken,,NF,,C,,,,https://storage.googleapis.com/fabmaster/cardfaces/2023-DTD/EN/DTD234.png,Generic,Token,Aura
DVR028.NF,DVR028,Quicken,,NF,,T,,,,https://storage.googleapis.com/fabmaster/media/images/DVR028.width-450.png,Generic,Token,Aura
EVO250.NF,EVO250,Quicken,,NF,,T,,,,https://storage.googleapis.com/fabmaster/cardfaces/2023-EVO/EN/EVO250.png,Generic,Token,Aura
EVR196.NF.1st,EVR196,Quicken,,NF,1st,C,,,,https://storage.googleapis.com/fabmaster/media/images/EVR196.width-450.png,Generic,Token,Aura
RNR031.NF,RNR031,Quicken,,NF,,T,,,,https://storage.googleapis.com/fabmaster/media/images/RNR31.width-450.png,Generic,Token,Aura
TCC106.NF,TCC106,Quicken,,NF,,T,,,,https://storage.googleapis.com/fabmaster/cardfaces/2023-TCC/EN/TCC106.png,Generic,Token,Aura
TEA030.NF,TEA030,Quicken,,NF,,T,,,,https://storage.googleapis.com/fabmaster/media/images/TEA30.width-450.png,Generic,Token,Aura
WTR225.NF.Alpha,WTR225,Quicken,,NF,Alpha,T,,,,https://storage.googleapis.com/fabmaster/cardfaces/2019-WTR/WTR225.png,Generic,Token,Aura
WTR225.NF.Unl,WTR225,Quicken,,NF,Unl,T,,,,https://storage.googleapis.com/fabmaster/cardfaces/2020-U-WTR/U-WTR225.png,Generic,Token,Aura
XXX009.NF,XXX009,Quicken,,NF,,P,,,,https://storage.googleapis.com/fabmaster/cardfaces/promos/XXX009.png,Generic,Token,Aura
EVO225.NF,EVO225,Quickfire,1,NF,,C,2,,2,https://storage.googleapis.com/fabmaster/cardfaces/2023-EVO/EN/EVO225.png,Mechanologist,Action
EVO225.RF,EVO225,Quickfire,1,RF,,C,2,,2,https://storage.googleapis.com/fabmaster/cardfaces/2023-EVO/EN/EVO225.png,Mechanologist,Action
EVO226.NF,EVO226,Quickfire,2,NF,,C,2,,2,https://storage.googleapis.com/fabmaster/cardfaces/2023-EVO/EN/EVO226.png,Mechanologist,Action
EVO226.RF,EVO226,Quickfire,2,RF,,C,2,,2,https://storage.googleapis.com/fabmaster/cardfaces/2023-EVO/EN/EVO226.png,Mechanologist,Action
EVO227.NF,EVO227,Quickfire,3,NF,,C,2,,2,https://storage.googleapis.com/fabmaster/cardfaces/2023-EVO/EN/EVO227.png,Mechanologist,Action
EVO227.RF,EVO227,Quickfire,3,RF,,C,2,,2,https://storage.googleapis.com/fabmaster/cardfaces/2023-EVO/EN/EVO227.png,Mechanologist,Action
DYN069.NF,DYN069,Quicksilver Dagger,,NF,,R,,1,,https://storage.googleapis.com/fabmaster/cardfaces/2022-DYN/EN/DYN069.png,Warrior,Weapon,Dagger,1H
DYN069.RF,DYN069,Quicksilver Dagger,,RF,,R,,1,,https://storage.googleapis.com/fabmaster/cardfaces/2022-DYN/EN/DYN069.png,Warrior,Weapon,Dagger,1H
DYN069.CF,DYN069,Quicksilver Dagger,,CF,,R,,1,,https://storage.googleapis.com/fabmaster/cardfaces/2022-DYN/EN/DYN069.png,Warrior,Weapon,Dagger,1H
DYN070.NF,DYN070,Quicksilver Dagger,,NF,,R,,1,,https://storage.googleapis.com/fabmaster/cardfaces/2022-DYN/EN/DYN070.png,Warrior,Weapon,Dagger,1H
DYN070.RF,DYN070,Quicksilver Dagger,,RF,,R,,1,,https://storage.googleapis.com/fabmaster/cardfaces/2022-DYN/EN/DYN070.png,Warrior,Weapon,Dagger,1H
LGS112.CF,LGS112,Quicksilver Dagger,,CF,,P,,1,,https://storage.googleapis.com/fabmaster/cardfaces/promos/LGS112.png,Warrior,Weapon,Dagger,1H
LGS216.RF,LGS216,Quickstep,,RF,,P,,,,https://storage.googleapis.com/fabmaster/cardfaces/promos/LGS216.png,Bard,Equipment,Legs
TCC054.NF,TCC054,Quickstep,,NF,,R,,,,https://storage.googleapis.com/fabmaster/cardfaces/2023-TCC/EN/TCC054.png,Bard,Equipment,Legs
FAB126.GF,FAB126,Quiver of Abyssal Depths,,GF,,P,,,,https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB126.png,Ranger,Equipment,Quiver
OUT095.RF,OUT095,Quiver of Abyssal Depths,,RF,,L,,,,https://dhhim4ltzu1pj.cloudfront.net/media/images/OUT095.width-450.png,Ranger,Equipment,Quiver
OUT095.CF,OUT095,Quiver of Abyssal Depths,,CF,,L,,,,https://dhhim4ltzu1pj.cloudfront.net/media/images/OUT095.width-450.png,Ranger,Equipment,Quiver
OUT096.NF,OUT096,Quiver of Rustling Leaves,,NF,,M,,,,https://dhhim4ltzu1pj.cloudfront.net/media/images/OUT096.width-450.png,Ranger,Equipment,Quiver
OUT096.RF,OUT096,Quiver of Rustling Leaves,,RF,,M,,,,https://dhhim4ltzu1pj.cloudfront.net/media/images/OUT096.width-450.png,Ranger,Equipment,Quiver
OUT096.CF,OUT096,Quiver of Rustling Leaves,,CF,,M,,,,https://dhhim4ltzu1pj.cloudfront.net/media/images/OUT096.width-450.png,Ranger,Equipment,Quiver
DTD078.NF,DTD078,Radiant Flow,,NF,,C,,,,https://storage.googleapis.com/fabmaster/cardfaces/2023-DTD/EN/DTD078.png,Light,Equipment,Legs
DTD078.CF,DTD078,Radiant Flow,,CF,,C,,,,https://storage.googleapis.com/fabmaster/cardfaces/2023-DTD/EN/DTD078.png,Light,Equipment,Legs
DTD081.NF,DTD081,Radiant Forcefield,2,NF,,M,0,,,https://storage.googleapis.com/fabmaster/cardfaces/2023-DTD/EN/DTD081.png,Light,Instant,Aura
DTD081.RF,DTD081,Radiant Forcefield,2,RF,,M,0,,,https://storage.googleapis.com/fabmaster/cardfaces/2023-DTD/EN/DTD081.png,Light,Instant,Aura
DTD076.NF,DTD076,Radiant Raiment,,NF,,C,,,,https://storage.googleapis.com/fabmaster/cardfaces/2023-DTD/EN/DTD076.png,Light,Equipment,Chest
DTD076.CF,DTD076,Radiant Raiment,,CF,,C,,,,https://storage.googleapis.com/fabmaster/cardfaces/2023-DTD/EN/DTD076.png,Light,Equipment,Chest
DTD077.NF,DTD077,Radiant Touch,,NF,,C,,,,https://storage.googleapis.com/fabmaster/cardfaces/2023-DTD/EN/DTD077.png,Light,Equipment,Arms
DTD077.CF,DTD077,Radiant Touch,,CF,,C,,,,https://storage.googleapis.com/fabmaster/cardfaces/2023-DTD/EN/DTD077.png,Light,Equipment,Arms
DTD075.NF,DTD075,Radiant View,,NF,,C,,,,https://storage.googleapis.com/fabmaster/cardfaces/2023-DTD/EN/DTD075.png,Light,Equipment,Head
DTD075.CF,DTD075,Radiant View,,CF,,C,,,,https://storage.googleapis.com/fabmaster/cardfaces/2023-DTD/EN/DTD075.png,Light,Equipment,Head
ELE233.NF.1st,ELE233,Ragamuffin's Hat,,NF,1st,C,,,0,https://storage.googleapis.com/fabmaster/media/images/ELE233.width-450.png,Generic,Equipment,Head
ELE233.CF.1st,ELE233,Ragamuffin's Hat,,CF,1st,C,,,0,https://storage.googleapis.com/fabmaster/media/images/ELE233.width-450.png,Generic,Equipment,Head
ELE233.NF.Unl,ELE233,Ragamuffin's Hat,,NF,Unl,C,,,0,https://storage.googleapis.com/fabmaster/media/images/U-ELE233.width-450.png,Generic,Equipment,Head
ELE233.RF.Unl,ELE233,Ragamuffin's Hat,,RF,Unl,C,,,0,https://storage.googleapis.com/fabmaster/media/images/U-ELE233.width-450.png,Generic,Equipment,Head
WTR188.NF.Alpha,WTR188,Raging Onslaught,1,NF,Alpha,C,3,7,3,https://storage.googleapis.com/fabmaster/cardfaces/2019-WTR/WTR188.png,Generic,Action,Attack
WTR188.RF.Alpha,WTR188,Raging Onslaught,1,RF,Alpha,C,3,7,3,https://storage.googleapis.com/fabmaster/cardfaces/2019-WTR/WTR188.png,Generic,Action,Attack
WTR188.NF.Unl,WTR188,Raging Onslaught,1,NF,Unl,C,3,7,3,https://storage.googleapis.com/fabmaster/cardfaces/2020-U-WTR/U-WTR188.png,Generic,Action,Attack
WTR188.RF.Unl,WTR188,Raging Onslaught,1,RF,Unl,C,3,7,3,https://storage.googleapis.com/fabmaster/cardfaces/2020-U-WTR/U-WTR188.png,Generic,Action,Attack
RNR020.NF,RNR020,Raging Onslaught,2,NF,,C,3,6,3,https://storage.googleapis.com/fabmaster/media/images/RNR20.width-450.png,Generic,Action,Attack
